date,tournament,opponent,scored,conceded,is_home,neutral,city,country
1997-09-06,Friendly,Hungary,1,0,True,False,Warsaw,Poland
1997-09-24,Friendly,Lithuania,2,0,True,False,Olsztyn,Poland
1997-10-07,FIFA World Cup qualification,Moldova,3,0,False,False,Chişinău,Moldova
1997-10-11,FIFA World Cup qualification,Georgia,0,3,False,False,Tbilisi,Georgia
1998-02-08,Friendly,Paraguay,0,4,False,False,Asunción,Paraguay
1998-02-25,Friendly,Israel,0,2,False,False,Ramat-Gan,Israel
1998-03-25,Friendly,Slovenia,2,0,True,False,Warsaw,Poland
1998-04-22,Friendly,Croatia,1,4,False,False,Osijek,Croatia
1998-05-27,Friendly,Russia,3,1,True,False,Chorzów,Poland
1998-07-15,Friendly,Ukraine,2,1,False,False,Kyïv,Ukraine
1998-08-18,Friendly,Israel,2,0,True,False,Cracow,Poland
1998-09-06,UEFA Euro qualification,Bulgaria,3,0,False,False,Burgas,Bulgaria
1998-10-10,UEFA Euro qualification,Luxembourg,3,0,True,False,Warsaw,Poland
1998-11-10,Friendly,Slovakia,3,1,False,False,Bratislava,Slovakia
1999-02-03,Friendly,Malta,1,0,False,False,Attard,Malta
1999-02-10,Friendly,Finland,1,1,False,True,Attard,Malta
1999-03-03,Friendly,Armenia,1,0,True,False,Warsaw,Poland
1999-03-27,UEFA Euro qualification,England,1,3,False,False,London,England
1999-03-31,UEFA Euro qualification,Sweden,0,1,True,False,Chorzów,Poland
1999-04-28,Friendly,Czech Republic,2,1,True,False,Warsaw,Poland
1999-06-04,UEFA Euro qualification,Bulgaria,2,0,True,False,Warsaw,Poland
1999-06-09,UEFA Euro qualification,Luxembourg,3,2,False,False,Luxembourg,Luxembourg
1999-06-16,Friendly,Brazil,0,2,False,True,Bangkok,Thailand
1999-06-19,Friendly,New Zealand,0,0,False,True,Bangkok,Thailand
1999-08-18,Friendly,Spain,1,2,True,False,Warsaw,Poland
1999-09-08,UEFA Euro qualification,England,0,0,True,False,Warsaw,Poland
1999-10-09,UEFA Euro qualification,Sweden,0,2,False,False,Solna,Sweden
2000-01-26,Friendly,Spain,0,3,False,False,Cartagena,Spain
2000-02-23,Friendly,France,0,1,False,False,Saint-Denis,France
2000-03-29,Friendly,Hungary,0,0,False,False,Debrecen,Hungary
2000-04-26,Friendly,Finland,0,0,True,False,Poznań,Poland
2000-06-04,Friendly,Netherlands,1,3,False,True,Lausanne,Switzerland
2000-08-16,Friendly,Romania,1,1,False,False,Bucharest,Romania
2000-09-02,FIFA World Cup qualification,Ukraine,3,1,False,False,Kyïv,Ukraine
2000-10-07,FIFA World Cup qualification,Belarus,3,1,True,False,Łódź,Poland
2000-10-11,FIFA World Cup qualification,Wales,0,0,True,False,Warsaw,Poland
2000-11-15,Friendly,Iceland,1,0,True,False,Warsaw,Poland
2001-02-28,Friendly,Switzerland,4,0,False,True,Larnaca,Cyprus
2001-03-24,FIFA World Cup qualification,Norway,3,2,False,False,Oslo,Norway
2001-03-28,FIFA World Cup qualification,Armenia,4,0,True,False,Warsaw,Poland
2001-04-25,Friendly,Scotland,1,1,True,False,Bydgoszcz,Poland
2001-06-02,FIFA World Cup qualification,Wales,2,1,False,False,Cardiff,Wales
2001-06-06,FIFA World Cup qualification,Armenia,1,1,False,False,Yerevan,Armenia
2001-08-15,Friendly,Iceland,1,1,False,False,Reykjavík,Iceland
2001-09-01,FIFA World Cup qualification,Norway,3,0,True,False,Chorzów,Poland
2001-09-05,FIFA World Cup qualification,Belarus,1,4,False,False,Minsk,Belarus
2001-10-06,FIFA World Cup qualification,Ukraine,1,1,True,False,Chorzów,Poland
2001-11-14,Friendly,Cameroon,0,0,True,False,Poznań,Poland
2002-02-10,Friendly,Faroe Islands,2,1,False,True,Limassol,Cyprus
2002-02-13,Friendly,Northern Ireland,4,1,False,True,Limassol,Cyprus
2002-03-27,Friendly,Japan,0,2,True,False,Łódź,Poland
2002-04-17,Friendly,Romania,1,2,True,False,Bydgoszcz,Poland
2002-05-18,Friendly,Estonia,1,0,True,False,Warsaw,Poland
2002-06-04,FIFA World Cup,South Korea,0,2,False,False,Busan,South Korea
2002-06-10,FIFA World Cup,Portugal,0,4,False,True,Jeonju,South Korea
2002-06-14,FIFA World Cup,United States,3,1,False,True,Daejeon,South Korea
2002-08-21,Friendly,Belgium,1,1,True,False,Szczecin,Poland
2002-09-07,UEFA Euro qualification,San Marino,2,0,False,False,Serravalle,San Marino
2002-10-12,UEFA Euro qualification,Latvia,0,1,True,False,Warsaw,Poland
2002-10-16,Friendly,New Zealand,2,0,True,False,Ostrowiec Świętokrzyski,Poland
2002-11-20,Friendly,Denmark,0,2,False,False,Copenhagen,Denmark
2003-02-12,Friendly,Croatia,0,0,False,False,Split,Croatia
2003-02-14,Friendly,North Macedonia,3,0,False,True,Split,Croatia
2003-03-29,UEFA Euro qualification,Hungary,0,0,True,False,Chorzów,Poland
2003-04-02,UEFA Euro qualification,San Marino,5,0,True,False,Ostrowiec Świętokrzyski,Poland
2003-04-30,Friendly,Belgium,1,3,False,False,Brussels,Belgium
2003-06-06,Friendly,Kazakhstan,3,0,True,False,Poznań,Poland
2003-06-11,UEFA Euro qualification,Sweden,0,3,False,False,Solna,Sweden
2003-08-20,Friendly,Estonia,2,1,False,False,Tallinn,Estonia
2003-09-06,UEFA Euro qualification,Latvia,2,0,False,False,Riga,Latvia
2003-09-10,UEFA Euro qualification,Sweden,0,2,True,False,Chorzów,Poland
2003-10-11,UEFA Euro qualification,Hungary,2,1,False,False,Budapest,Hungary
2003-11-12,Friendly,Italy,3,1,True,False,Warsaw,Poland
2003-11-16,Friendly,Serbia,4,3,True,False,Płock,Poland
2003-12-11,Friendly,Malta,4,0,False,False,Attard,Malta
2003-12-14,Friendly,Lithuania,3,1,False,True,Attard,Malta
2004-02-18,Friendly,Slovenia,2,0,False,True,San Fernando,Spain
2004-02-21,Friendly,Faroe Islands,6,0,False,True,San Fernando,Spain
2004-03-31,Friendly,United States,0,1,True,False,Płock,Poland
2004-04-28,Friendly,Republic of Ireland,0,0,True,False,Bydgoszcz,Poland
2004-05-29,Friendly,Greece,1,0,True,False,Szczecin,Poland
2004-06-05,Friendly,Sweden,1,3,False,False,Solna,Sweden
2004-07-11,Friendly,United States,1,1,False,False,Chicago,United States
2004-08-18,Friendly,Denmark,1,5,True,False,Poznań,Poland
2004-09-04,FIFA World Cup qualification,Northern Ireland,3,0,False,False,Belfast,Northern Ireland
2004-09-08,FIFA World Cup qualification,England,1,2,True,False,Chorzów,Poland
2004-10-09,FIFA World Cup qualification,Austria,3,1,False,False,Vienna,Austria
2004-10-13,FIFA World Cup qualification,Wales,3,2,False,False,Cardiff,Wales
2004-11-17,Friendly,France,0,0,False,False,Saint-Denis,France
2005-02-09,Friendly,Belarus,1,3,True,False,Grodzisk Wielkopolski,Poland
2005-03-26,FIFA World Cup qualification,Azerbaijan,8,0,True,False,Warsaw,Poland
2005-03-30,FIFA World Cup qualification,Northern Ireland,1,0,True,False,Warsaw,Poland
